symbol,financial_currency,currency_flag,periods_available,ebit,total_liabilities,ni_0,ni_1,cfo_0,cfo_1,ta_0,ta_1,ltd_0,ltd_1,ca_0,ca_1,cl_0,cl_1,rev_0,rev_1,cogs_0,cogs_1,shares_0,shares_1,ar_0,ar_1,ppe_net_0,ppe_net_1,ppe_gross_0,ppe_gross_1,dep_0,dep_1,sga_0,sga_1,sti_0,sti_1,error_reason
20MICRONS,INR,OK,5,1018019000.0,2693674000.0,668256000.0,623763000.0,1035949000.0,317864000.0,7562226000.0,7145086000.0,174497000.0,222079000.0,4169528000.0,3731372000.0,2170991000.0,2193068000.0,9516757000.0,9116589000.0,6032266000.0,5845041000.0,35286502.0,35286502.0,1767097000.0,1432276000.0,3076369000.0,2995677000.0,4982906000.0,4689313000.0,205278000.0,182584000.0,1534917000.0,1454423000.0,96380000.0,80978000.0,
21STCENMGM,INR,OK,5,-239589000.0,64990000.0,-240474000.0,123377000.0,-23686000.0,51478000.0,395560000.0,570650000.0,,,186173000.0,316104000.0,63591000.0,58581000.0,-168779000.0,1128817000.0,61766000.0,922052000.0,10500000.0,10500000.0,61348000.0,78732000.0,250000.0,402000.0,,2378000.0,151000.0,322000.0,,3378000.0,,,
360ONE,INR,OK,5,26671200000.0,173658000000.0,12161700000.0,10153000000.0,-29210600000.0,-24621700000.0,272013500000.0,197687000000.0,153202700000.0,29494400000.0,137901000000.0,112571400000.0,10589800000.0,93302000000.0,31381300000.0,26353100000.0,12197000000.0,9713100000.0,406138438.0,393073939.0,5035600000.0,4430600000.0,8559400000.0,3500100000.0,8559400000.0,4705200000.0,1552200000.0,705300000.0,,1329600000.0,9123500000.0,69409500000.0,
3BBLACKBIO,INR,OK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty balance_sheet or financials from yfinance
3IINFOLTD,INR,OK,5,491700000.0,2843900000.0,354600000.0,253500000.0,-435800000.0,315600000.0,6621700000.0,5728200000.0,70200000.0,70000000.0,2786400000.0,2622300000.0,2462700000.0,2219800000.0,6933600000.0,7257600000.0,6361300000.0,6475600000.0,207403767.0,179055134.0,1080800000.0,1023400000.0,1248500000.0,1367400000.0,1248500000.0,2240500000.0,197400000.0,277800000.0,,300600000.0,1307300000.0,44200000.0,
3MINDIA,INR,OK,5,9375300000.0,13691000000.0,5223200000.0,4760700000.0,5137200000.0,3551100000.0,31372500000.0,30145917000.0,,,25423800000.0,24406715000.0,11650300000.0,10429558000.0,50897600000.0,44455600000.0,29333200000.0,26494100000.0,11265070.0,11265070.0,8386000000.0,7902674000.0,4970100000.0,4283847000.0,4970100000.0,7703060000.0,626400000.0,552900000.0,,1262952000.0,77300000.0,98370000.0,
3PLAND,INR,OK,5,20953000.0,76632000.0,21781000.0,20902000.0,588000.0,11711000.0,1123202000.0,1534938000.0,,,1107119000.0,1518560000.0,1658000.0,1586000.0,38583000.0,36586000.0,71000.0,43000.0,18000000.0,18000000.0,,,1159000.0,1437000.0,5459000.0,5351000.0,701000.0,437000.0,2906000.0,2443000.0,884977000.0,1319393000.0,
5PAISA,INR,OK,5,918214000.0,12579010000.0,441855000.0,682331000.0,-1037056000.0,979350000.0,19071252000.0,16666280000.0,3785600000.0,2174160000.0,17582740000.0,15732620000.0,595580000.0,10535680000.0,1810179000.0,2291565000.0,886241000.0,740300000.0,31251838.0,31233338.0,1940000.0,490000.0,152830000.0,162290000.0,152830000.0,353240000.0,92177000.0,122239000.0,,735860000.0,13804420000.0,532020000.0,
63MOONS,INR,OK,5,-354040000.0,2370628000.0,-224337000.0,-331704000.0,-2929724000.0,-1427828000.0,38865852000.0,36785417000.0,25694000.0,,23228978000.0,23946828000.0,2059927000.0,2217552000.0,2106298000.0,466381000.0,2050371000.0,1200970000.0,46078537.0,46078537.0,662467000.0,29658000.0,2351263000.0,2109543000.0,2351263000.0,4598588000.0,325892000.0,322959000.0,924933000.0,907929000.0,20105927000.0,20191563000.0,
A2ZINFRA,INR,OK,5,150075000.0,4286449000.0,43729000.0,89731000.0,-166145000.0,542143000.0,4606685000.0,4984243000.0,7511000.0,6926000.0,3205575000.0,3301438000.0,3839938000.0,4264157000.0,3864379000.0,3362675000.0,1788229000.0,1332430000.0,176119858.0,176119858.0,803073000.0,1047971000.0,340992000.0,559304000.0,340992000.0,5702784000.0,47764000.0,49310000.0,,114555000.0,1159200000.0,789486000.0,
AAATECH,INR,OK,5,27603000.0,16814000.0,20629000.0,35103000.0,26964000.0,16553000.0,326454000.0,325543000.0,,0.0,317142000.0,313190000.0,16814000.0,17292000.0,203786000.0,254555000.0,103824000.0,89815000.0,12826800.0,12826800.0,60239000.0,42648000.0,8862000.0,12042000.0,,36948000.0,3216000.0,4672000.0,,79218000.0,212206000.0,200876000.0,
AADHARHFC,INR,OK,4,27512200000.0,198579500000.0,10958800000.0,9118300000.0,-28078800000.0,-30266500000.0,273988400000.0,232239600000.0,151791100000.0,141797900000.0,56199000000.0,51887100000.0,45394800000.0,25880400000.0,33874400000.0,28351700000.0,4995500000.0,4174100000.0,435703710.0,431384459.0,270200000.0,252800000.0,1352000000.0,870300000.0,1810300000.0,1213900000.0,320200000.0,252400000.0,878500000.0,739100000.0,6701200000.0,8890800000.0,
AAKASH,INR,OK,5,67448000.0,422383000.0,34999000.0,18408000.0,144310000.0,82295000.0,1061143000.0,964316280.0,34257000.0,771090.0,298798000.0,303078460.0,355722000.0,333680719.0,1124600000.0,981889000.0,269273000.0,207803000.0,101250000.0,101250000.0,247813000.0,216441180.0,710245000.0,613514900.0,,1015318290.0,96158000.0,71746000.0,,10424950.0,,29033100.0,
AARNAV,INR,OK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty balance_sheet or financials from yfinance
AARON,INR,OK,5,140098000.0,425662000.0,67974000.0,82432000.0,76704000.0,86325000.0,911784000.0,828242000.0,118527000.0,180795000.0,356002000.0,251752000.0,259439000.0,196892000.0,920050000.0,779305000.0,583873000.0,505049000.0,,20946478.0,70146000.0,52248000.0,552841000.0,573387000.0,552841000.0,638270000.0,38792000.0,18068000.0,,27868000.0,31496000.0,24437000.0,
AARTIDRUGS,INR,OK,5,2446100000.0,12660354000.0,1949200000.0,1681600000.0,2535400000.0,2445800000.0,28152600000.0,25746782000.0,2568700000.0,2840000000.0,14677700000.0,13383550000.0,9222600000.0,8369668000.0,25653100000.0,23870300000.0,16187200000.0,15421000000.0,91270000.0,91270000.0,8298700000.0,7511758000.0,12837800000.0,11499059000.0,12837800000.0,17766753000.0,669700000.0,557800000.0,,849380000.0,170100000.0,24141000.0,
AARTIIND,INR,OK,5,7050000000.0,73440000000.0,4190000000.0,3310000000.0,7810000000.0,12420000000.0,132990000000.0,111135200000.0,21880000000.0,18674200000.0,41870000000.0,28947400000.0,50380000000.0,34664000000.0,82860000000.0,72690000000.0,53490000000.0,46550000000.0,362594369.0,362519910.0,14030000000.0,7860600000.0,83320000000.0,76582600000.0,83320000000.0,97039300000.0,4740000000.0,4340000000.0,,4348000000.0,840000000.0,952100000.0,
AARTIPHARM,INR,OK,5,2798240000.0,13571012000.0,1747073000.0,2724048000.0,2619315000.0,3301394000.0,34817059000.0,29064051000.0,1858114000.0,1112583000.0,13972919000.0,13221672000.0,9375701000.0,6570495000.0,18194425000.0,21150745000.0,8348324000.0,10766530000.0,90657751.0,90634624.0,5833244000.0,5754047000.0,17066634000.0,14334486000.0,17066634000.0,20481635000.0,1043351000.0,869040000.0,,947215000.0,10856000.0,488388000.0,
AARTISURF,INR,OK,5,295249000.0,2717338000.0,123421000.0,145447000.0,766471000.0,111835000.0,5166597000.0,4771871000.0,419342000.0,52777000.0,2616566000.0,2518228000.0,1975467000.0,1863031000.0,8591292000.0,6590854000.0,7230970000.0,5343109000.0,8464995.0,8458495.0,1046532000.0,762557000.0,2401091000.0,2157935000.0,2401091000.0,3381142000.0,176864000.0,173460000.0,,238494000.0,32000.0,24000.0,
AARVI,INR,OK,5,228271000.0,948798000.0,176205000.0,100445000.0,80458000.0,-24026000.0,2369483000.0,2130294000.0,23502000.0,33296000.0,1750144000.0,1626166000.0,855786000.0,800795000.0,6498518000.0,5103890000.0,4888039000.0,3768723000.0,14810700.0,14810700.0,1023703000.0,1154604000.0,163980000.0,171687000.0,163980000.0,266753000.0,17684000.0,15743000.0,,811267000.0,553275000.0,55901000.0,
AAVAS,INR,OK,5,5820797000.0,161616554000.0,6548813000.0,5741082000.0,-13864162000.0,-16601262000.0,212125009000.0,186184740000.0,155922090000.0,115739014000.0,202308856000.0,44658134000.0,126131000.0,25498132000.0,23927492000.0,21252141000.0,15754953000.0,13935502000.0,79282743.0,79153665.0,,113654000.0,1237089000.0,920981000.0,1237089000.0,2438208000.0,431138000.0,364515000.0,,222518000.0,16147320000.0,18309179000.0,
ABB,INR,OK,5,22493300000.0,58024900000.0,16682600000.0,18716400000.0,12195100000.0,13318000000.0,136384800000.0,123913300000.0,,,117497100000.0,107626000000.0,57334500000.0,52739600000.0,130653200000.0,120876700000.0,85186700000.0,75046400000.0,211908375.0,211908375.0,31763300000.0,29836600000.0,13647200000.0,11839000000.0,21239800000.0,18276600000.0,1455300000.0,1289200000.0,2758500000.0,2458200000.0,42752000000.0,45668700000.0,
ABBOTINDIA,INR,OK,5,21042600000.0,17277400000.0,15520200000.0,14144400000.0,13192400000.0,10118400000.0,65019300000.0,59173100000.0,,,37706900000.0,47651100000.0,14765700000.0,14071900000.0,69290500000.0,64091500000.0,36928200000.0,34967800000.0,21249302.0,21249302.0,3617300000.0,3802300000.0,3330500000.0,3505400000.0,3330500000.0,5142800000.0,759600000.0,718000000.0,,3414000000.0,19437700000.0,25525900000.0,
ABCAPITAL,INR,OK,5,168934300000.0,2986257200000.0,37644900000.0,33323200000.0,-365440000000.0,-279346300000.0,3353931200000.0,2790613800000.0,1788796500000.0,1287244800000.0,,,,,438407700000.0,390919400000.0,,,2619606094.0,2607010822.0,8433400000.0,6882500000.0,9771400000.0,10048100000.0,9771400000.0,17470200000.0,4412300000.0,3567600000.0,,4875000000.0,,173351700000.0,
ABCOTS,INR,OK,5,284588000.0,1596627000.0,130281000.0,102125000.0,344747000.0,-178677000.0,3128787000.0,2883899000.0,611062000.0,701647000.0,1798547000.0,1725563000.0,956816000.0,1046240000.0,2988821000.0,2981761000.0,2185337000.0,2344236000.0,21963620.0,16811340.0,722304000.0,478238000.0,958225000.0,1135353000.0,958225000.0,1458813000.0,139433000.0,87912000.0,,25289000.0,16022000.0,1852000.0,
ABDL,INR,OK,5,4858118000.0,24679712000.0,2283221000.0,1948640000.0,3619612000.0,-6784221000.0,41537023000.0,35290629000.0,2597356000.0,936992000.0,29306086000.0,26210930000.0,21804395000.0,18462732000.0,37110860000.0,33438748000.0,22609858000.0,21384711000.0,279710151.0,279710151.0,18017844000.0,17468362000.0,9456183000.0,6726810000.0,15660020000.0,12501612000.0,791628000.0,606434000.0,3515196000.0,2987703000.0,69750000.0,161300000.0,
ABFRL,INR,OK,5,-4124500000.0,114943000000.0,-7758900000.0,-3758200000.0,1607500000.0,16813300000.0,177572000000.0,166395000000.0,10914400000.0,11483300000.0,59013700000.0,60609600000.0,47137400000.0,39187400000.0,81769200000.0,73547300000.0,34671100000.0,31770700000.0,1216777241.0,1215865084.0,4070400000.0,3734400000.0,50127500000.0,40270600000.0,50127500000.0,77540900000.0,13394900000.0,18074200000.0,,8612400000.0,15320700000.0,15942100000.0,
ABINFRA,INR,OK,5,364147000.0,1923578000.0,193413000.0,161216000.0,-511736000.0,-254829000.0,3616420000.0,2491414000.0,,189369000.0,2778893000.0,1861229000.0,1581193000.0,1101631000.0,2562071000.0,2081688000.0,2040341000.0,1650903000.0,638789360.0,59012588.0,1042131000.0,502349000.0,428320000.0,363493000.0,428320000.0,466114000.0,49847000.0,54111000.0,,21734000.0,287183000.0,248646000.0,
ABLBL,INR,OK,1,5846400000.0,73078700000.0,1710500000.0,596000000.0,12188100000.0,11441700000.0,87200500000.0,,5809600000.0,,45816800000.0,,43002200000.0,,83958100000.0,78299600000.0,33993600000.0,32720200000.0,1214638186.0,,11981000000.0,,25894300000.0,,25894300000.0,,7953900000.0,7885500000.0,,,1451100000.0,,
ABMINTLLTD,INR,OK,4,-16650000.0,234925000.0,-13644000.0,-34155000.0,-12269000.0,-96161000.0,370204000.0,391478000.0,0.0,0.0,278630000.0,304870000.0,232209000.0,240148000.0,801932000.0,936437000.0,812520000.0,970045000.0,9408000.0,9408000.0,35979000.0,48233000.0,5406000.0,1295000.0,,14834000.0,306000.0,390000.0,,1793000.0,66779000.0,,
ABMKNO,INR,OK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty balance_sheet or financials from yfinance
ABREL,INR,OK,5,-4126600000.0,165335700000.0,-1032200000.0,-1612800000.0,7472300000.0,-12934400000.0,202327600000.0,165331700000.0,37610400000.0,37086000000.0,176506700000.0,140187900000.0,122850200000.0,84170100000.0,4037700000.0,12033700000.0,1724200000.0,7446300000.0,110577844.0,110526980.0,167100000.0,1046500000.0,6516600000.0,6954500000.0,20048500000.0,19634900000.0,734700000.0,2226900000.0,1979000000.0,1124900000.0,10177200000.0,4914500000.0,
ABSLAMC,INR,OK,4,12705700000.0,3737700000.0,9750700000.0,9306000000.0,8119300000.0,7084800000.0,44154300000.0,41144300000.0,,,30383300000.0,28339000000.0,2792200000.0,2580500000.0,18450300000.0,16847800000.0,4175000000.0,3978600000.0,288806197.0,288489286.0,546200000.0,578700000.0,947600000.0,926100000.0,1605100000.0,1478600000.0,457800000.0,398100000.0,1143700000.0,895700000.0,28236100000.0,26430800000.0,
ACC,INR,OK,5,22686000000.0,69707700000.0,21370700000.0,24021200000.0,-13640100000.0,17114800000.0,275252600000.0,254126100000.0,,,113728900000.0,91443100000.0,57615200000.0,56681500000.0,250453900000.0,208297300000.0,157169600000.0,125042300000.0,187787263.0,187787263.0,38416300000.0,11629100000.0,129113300000.0,126808300000.0,202684600000.0,190886600000.0,11183400000.0,10013100000.0,54045700000.0,46480000000.0,2500000.0,20364600000.0,
ACCELYA,INR,OK,4,1780290000.0,1716616000.0,1290159000.0,938480000.0,1445631000.0,1561439000.0,4493375000.0,4114358000.0,,,3127137000.0,3107850000.0,1064295000.0,892590000.0,5284914000.0,5107945000.0,1446767000.0,1510226000.0,14926261.0,14926261.0,893299000.0,766146000.0,701754000.0,483772000.0,701754000.0,1748157000.0,280270000.0,305102000.0,,678416000.0,1257292000.0,1164728000.0,
ACE,INR,OK,5,5788200000.0,12406200000.0,4150900000.0,4092200000.0,4172700000.0,4119800000.0,32516800000.0,27108470000.0,,,16242900000.0,13225684000.0,12180500000.0,10815089000.0,32804400000.0,33270500000.0,22144900000.0,22734300000.0,119020076.0,119000840.0,2843000000.0,2646615000.0,8118600000.0,8161316000.0,8118600000.0,9750425000.0,351900000.0,283100000.0,,1628927000.0,5862300000.0,3870004000.0,
ACEINTEG,INR,OK,5,-11900000.0,3000000.0,-9500000.0,-15600000.0,-1600000.0,-1400000.0,169900000.0,182100000.0,100000.0,800000.0,90000000.0,107800000.0,2300000.0,5500000.0,8100000.0,85500000.0,12800000.0,67500000.0,10200000.0,10200000.0,18300000.0,33000000.0,16300000.0,57600000.0,16300000.0,63200000.0,1300000.0,1600000.0,,4500000.0,54300000.0,29100000.0,
ACI,INR,OK,5,1705893000.0,7318385000.0,1068594000.0,1621487000.0,1396295000.0,1762337000.0,26647811000.0,23890329000.0,1266655000.0,1515989000.0,5313808000.0,6913900000.0,4383501000.0,1972780000.0,10774330000.0,10394407000.0,642669000.0,-77940000.0,123458394.0,123427682.0,1272787000.0,1645691000.0,17194880000.0,15118313000.0,23034796000.0,20037077000.0,928887000.0,793845000.0,4771685000.0,4551727000.0,198941000.0,2204520000.0,
ACL,INR,OK,5,-644600000.0,13393200000.0,-671600000.0,-1521100000.0,-251500000.0,595500000.0,14200600000.0,11444100000.0,10121600000.0,6985300000.0,1893300000.0,1265700000.0,2845400000.0,2908100000.0,4411800000.0,2728700000.0,966000000.0,442400000.0,92172140.0,92172140.0,464000000.0,303000000.0,9915200000.0,8721100000.0,17103300000.0,15065500000.0,844500000.0,716300000.0,1130900000.0,691900000.0,456700000.0,10800000.0,
ACMESOLAR,INR,OK,5,17998120000.0,234801410000.0,4989150000.0,2521080000.0,12485910000.0,15430190000.0,285403090000.0,184037390000.0,167398760000.0,98571700000.0,69857380000.0,37817460000.0,32201590000.0,13195300000.0,20229590000.0,14051310000.0,,510750000.0,605388914.0,605087781.0,3329470000.0,3808190000.0,200892680000.0,136813960000.0,200892680000.0,162523820000.0,4679020000.0,2873130000.0,,270380000.0,40722410000.0,8903260000.0,
ACSTECH,INR,OK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty balance_sheet or financials from yfinance
ACUTAAS,INR,OK,4,2223814000.0,2291807000.0,1587136000.0,427730000.0,1183427000.0,1251697000.0,15492611000.0,10959033000.0,0.0,1136412000.0,7916360000.0,4933036000.0,2022474000.0,2851701000.0,9999668000.0,7130117000.0,5937339000.0,4548019000.0,81868922.0,73761124.0,2904947000.0,2063521000.0,6869364000.0,5302118000.0,7661875000.0,5848050000.0,266214000.0,160552000.0,353150000.0,218559000.0,637040000.0,236075000.0,
ADANIENSOL,INR,OK,4,65257400000.0,663092800000.0,22825400000.0,10599700000.0,109966800000.0,90445100000.0,928349200000.0,739601000000.0,453673200000.0,369922900000.0,178257600000.0,135865100000.0,154462800000.0,99226800000.0,272026300000.0,235749500000.0,160319800000.0,131665700000.0,1201282642.0,1201282642.0,36203400000.0,23826600000.0,504143100000.0,446290400000.0,631490900000.0,554352900000.0,19813300000.0,19135000000.0,4818400000.0,3682700000.0,32690300000.0,33523900000.0,
ADANIENT,INR,OK,4,199175700000.0,1724221000000.0,93394700000.0,70990000000.0,23569100000.0,45131000000.0,2616003500000.0,1981355400000.0,761661500000.0,646012600000.0,611760400000.0,409442200000.0,589122500000.0,473831500000.0,1002670200000.0,977110800000.0,740660900000.0,649502600000.0,1292682416.0,1190510909.0,125426100000.0,96164700000.0,1339964200000.0,1039415600000.0,1510402800000.0,1152845600000.0,61353400000.0,42113300000.0,26095200000.0,21395700000.0,37445600000.0,36973000000.0,
ADANIGREEN,INR,OK,5,78610000000.0,1142180000000.0,16520000000.0,14440000000.0,101350000000.0,89570000000.0,1440970000000.0,1113980000000.0,878970000000.0,673630000000.0,114610000000.0,85820000000.0,202320000000.0,168880000000.0,123260000000.0,110470000000.0,12430000000.0,18380000000.0,1647176155.0,1584032478.0,13710000000.0,8120000000.0,1228430000000.0,958250000000.0,1354520000000.0,1050650000000.0,33720000000.0,24980000000.0,5120000000.0,1910000000.0,23380000000.0,23750000000.0,
ADANIPORTS,INR,OK,5,185999300000.0,863332800000.0,128062100000.0,110923100000.0,203562500000.0,172262800000.0,1853147600000.0,1353322300000.0,502613300000.0,356813000000.0,219748300000.0,189441200000.0,157603500000.0,209859900000.0,387357700000.0,304753300000.0,153026300000.0,120909500000.0,2303959098.0,2160138945.0,63825400000.0,44323600000.0,1180696800000.0,819227400000.0,1422278800000.0,1008647700000.0,55173800000.0,43789300000.0,29331900000.0,16138200000.0,21482100000.0,26920200000.0,
ADANIPOWER,INR,OK,5,184533200000.0,758780000000.0,128343000000.0,129387700000.0,205136500000.0,215011100000.0,1422799200000.0,1129175700000.0,426780800000.0,275083800000.0,286880800000.0,263292300000.0,203282100000.0,164409900000.0,541521600000.0,561318200000.0,317210900000.0,324903600000.0,19284694705.0,19284694705.0,117913700000.0,130220700000.0,1041293400000.0,811314700000.0,1404130900000.0,1129126600000.0,45645300000.0,43088800000.0,4200800000.0,3741200000.0,15083100000.0,11747900000.0,
ADFFOODS,INR,OK,5,1227958000.0,1825767000.0,899241000.0,692557000.0,575947000.0,374157000.0,7545051000.0,6281978000.0,72917000.0,87500000.0,4413196000.0,3953959000.0,1148350000.0,692757000.0,6832317000.0,5895815000.0,2727391000.0,2481711000.0,109863595.0,109863595.0,1437468000.0,1172321000.0,2448392000.0,1711985000.0,2448392000.0,2398451000.0,211308000.0,182483000.0,,1166491000.0,765597000.0,884556000.0,
ADL,INR,OK,5,17811000.0,243832000.0,20000.0,565000.0,24476000.0,21066000.0,752170000.0,784638000.0,960000.0,2153000.0,463278000.0,476834000.0,222927000.0,238466000.0,463323000.0,524815000.0,320938000.0,381396000.0,5566250.0,5566250.0,170707000.0,180724000.0,160708000.0,187002000.0,160708000.0,426820000.0,15159000.0,18458000.0,,45284000.0,902000.0,763000.0,
ADOR,INR,OK,4,1171700000.0,2773900000.0,819800000.0,600500000.0,1158600000.0,1371100000.0,8318300000.0,6939300000.0,5800000.0,8400000.0,5422000000.0,4438100000.0,2533900000.0,1735200000.0,11323800000.0,11178600000.0,7841400000.0,7987900000.0,17402815.0,17402815.0,2319700000.0,1926600000.0,1981300000.0,1942500000.0,4238500000.0,4065000000.0,194800000.0,182200000.0,593900000.0,579600000.0,779000000.0,580400000.0,
ADROITINFO,INR,OK,5,63713000.0,373311000.0,32987000.0,6883000.0,122808000.0,-7194000.0,1148857000.0,964756000.0,33733000.0,4227000.0,607586000.0,317546000.0,309972000.0,196737000.0,486582000.0,317122000.0,268407000.0,221601000.0,57268430.0,57268430.0,182454000.0,131332000.0,24322000.0,32914000.0,24322000.0,79729000.0,19577000.0,17834000.0,,,396161000.0,356173000.0,
ADSL,INR,OK,5,553600000.0,3869500000.0,355200000.0,321100000.0,1017800000.0,922700000.0,10581900000.0,9253500000.0,510000000.0,235600000.0,7832900000.0,6350700000.0,3111000000.0,2104600000.0,9679100000.0,8070700000.0,7836700000.0,6281100000.0,56514128.0,56382253.0,1400500000.0,1875400000.0,508900000.0,628700000.0,508900000.0,1878700000.0,199300000.0,296400000.0,,,2350700000.0,1695000000.0,
ADVAIT,INR,OK,5,929655000.0,3761139000.0,517231000.0,309209000.0,-96834000.0,455940000.0,6670615000.0,4921566000.0,226008000.0,334915000.0,4421107000.0,4016131000.0,3355504000.0,2341495000.0,7145244000.0,3976629000.0,5770981000.0,3096761000.0,10936777.0,10819854.0,1478563000.0,2162117000.0,1314910000.0,480165000.0,1314910000.0,598053000.0,35402000.0,27146000.0,,109515000.0,1547528000.0,1591075000.0,
ADVANCE,INR,OK,5,567770000.0,3150720000.0,352840000.0,256380000.0,-700350000.0,57130000.0,6249860000.0,3514720000.0,173580000.0,147880000.0,4943670000.0,2724580000.0,2956380000.0,2349560000.0,6377750000.0,5022600000.0,5293890000.0,4139530000.0,64285720.0,,1962410000.0,1630710000.0,1049220000.0,770110000.0,1049220000.0,996270000.0,108840000.0,76120000.0,,150650000.0,715280000.0,1680000.0,
ADVANIHOTR,INR,OK,5,316736000.0,287036000.0,238634000.0,264355000.0,234027000.0,211987000.0,5438676000.0,1078191000.0,,1186000.0,662485000.0,586671000.0,202298000.0,195479000.0,1067065000.0,1074075000.0,428514000.0,416249000.0,92438500.0,92438500.0,5501000.0,5709000.0,4727505000.0,442047000.0,4727505000.0,666134000.0,30722000.0,30043000.0,,97026000.0,588901000.0,406465000.0,
ADVENTHTL,INR,OK,3,1358649000.0,29706078000.0,631855000.0,224424000.0,1621172000.0,21255892000.0,39930968000.0,20200658000.0,3832487000.0,,648263000.0,5033000.0,21784582000.0,5684000.0,3875987000.0,3665742000.0,995016000.0,921167000.0,53942887.0,53942887.0,108421000.0,,16917942000.0,,16917942000.0,,141155000.0,261181000.0,,57000.0,41158000.0,,
ADVENZYMES,INR,OK,4,2351640000.0,1556390000.0,1687190000.0,1311150000.0,1567760000.0,1424970000.0,18387610000.0,16213470000.0,78870000.0,91830000.0,10435740000.0,8798690000.0,1067220000.0,962470000.0,7449500000.0,6365070000.0,2069700000.0,1648420000.0,111926800.0,111881150.0,1450200000.0,1153990000.0,3270020000.0,3146330000.0,5716100000.0,5297780000.0,400930000.0,365560000.0,449160000.0,426090000.0,5984410000.0,5008290000.0,
AEGISLOG,INR,OK,5,15673260000.0,57062210000.0,8981538000.0,6633779000.0,20276940000.0,5581942000.0,144905403000.0,112327536000.0,3469070000.0,23531029000.0,59188000000.0,43028959000.0,34681803000.0,13419861000.0,82826636000.0,65691109000.0,64578788000.0,53459489000.0,351000000.0,351000000.0,4810000000.0,6932719000.0,71428313000.0,64181923000.0,81511458000.0,72045085000.0,1993171000.0,1522369000.0,596503000.0,471735000.0,19882087000.0,14018650000.0,
AEGISVOPAK,INR,OK,5,5130963000.0,40315908000.0,3104693000.0,2004367000.0,7019637000.0,5763329000.0,84501288000.0,67548122000.0,3469070000.0,23531029000.0,7352471000.0,9902024000.0,19908272000.0,13493358000.0,9230782000.0,7892121000.0,2513507000.0,1864635000.0,1107991489.0,1107991489.0,1861830000.0,1197511000.0,76103740000.0,56890551000.0,85044716000.0,63404549000.0,2077379000.0,1476662000.0,257154000.0,327887000.0,49194000.0,43091000.0,
AEPL,INR,OK,5,119110000.0,476126000.0,87093000.0,75598000.0,150181000.0,411924000.0,1422637000.0,1215347000.0,9412000.0,17065000.0,711880000.0,504376000.0,466512000.0,338608000.0,805602000.0,723477000.0,657244000.0,460851000.0,251036900.0,251036900.0,395693000.0,240502000.0,675558000.0,678804000.0,675558000.0,812084000.0,12039000.0,13413000.0,,3669000.0,2498000.0,2371000.0,
AEQUS,INR,OK,4,208180000.0,12049240000.0,-1132500000.0,-1023460000.0,-987510000.0,261410000.0,26904700000.0,18598400000.0,1001730000.0,1424390000.0,13030320000.0,7436610000.0,8226530000.0,6764200000.0,12304360000.0,9246060000.0,7069640000.0,5509410000.0,654854135.0,654854135.0,2646070000.0,1566040000.0,11252130000.0,9070480000.0,11252130000.0,14285740000.0,1376910000.0,1034060000.0,,458400000.0,735300000.0,16500000.0,
AEROENTER,INR,OK,5,1158922000.0,1934046000.0,642245000.0,531200000.0,182987000.0,370081000.0,11557925000.0,9751019000.0,35309000.0,46181000.0,6977566000.0,6173987000.0,1640112000.0,1283158000.0,6978306000.0,5785377000.0,3901775000.0,3322894000.0,113085000.0,113085000.0,2137205000.0,1898465000.0,3043489000.0,2421801000.0,3043489000.0,2421801000.0,329578000.0,152732000.0,,,998018000.0,1510725000.0,
AEROFLEX,INR,OK,5,750147000.0,1177423000.0,555270000.0,525076000.0,658364000.0,265839000.0,5650158000.0,4265511000.0,6182000.0,3264000.0,3227117000.0,2391215000.0,1107101000.0,822436000.0,4232746000.0,3665869000.0,2509257000.0,2195906000.0,132330768.0,129320370.0,1298162000.0,1165179000.0,2343535000.0,1795031000.0,3492642000.0,2689012000.0,260774000.0,3680000.0,104668000.0,115837000.0,506614000.0,4485000.0,
AERONEU,INR,OK,5,54990000.0,395720000.0,16857000.0,2022000.0,28888000.0,85615000.0,1447666000.0,1277216000.0,15818000.0,42439000.0,899122000.0,708155000.0,347907000.0,343910000.0,1291650000.0,1292353000.0,787221000.0,748677000.0,25796000.0,25796000.0,230973000.0,213499000.0,499002000.0,516043000.0,499002000.0,673729000.0,29312000.0,26505000.0,,117331000.0,11133000.0,7000000.0,
AETHER,INR,OK,5,3091720000.0,7455380000.0,2194630000.0,1584180000.0,1423820000.0,1000210000.0,32014260000.0,26442200000.0,,,11714720000.0,11381740000.0,6573370000.0,3507030000.0,11601410000.0,8405480000.0,6008900000.0,4465840000.0,132679824.0,132590241.0,3900500000.0,2886200000.0,20010130000.0,14912750000.0,20010130000.0,16427250000.0,664150000.0,450140000.0,,468020000.0,337770000.0,2212300000.0,
